sgRNA	Gene	baseline_1	fxn_1	baseline_2	fxn_2
sgHTR2C_2	HTR2C	2455	1379	836	834
sgBDKRB1_1	BDKRB1	3957	2659	315	323
sgBCDIN3D_1	BCDIN3D	3990	2997	316	174
sgC19orf44_4	C19orf44	3616	3258	2595	2197
sgTMEM19_2	TMEM19	608	803	898	225
sgEYA3_2	EYA3	1967	1750	9593	5053
sgINPP5K_1	INPP5K	916	688	671	680
sgOR1G1_4	OR1G1	912	791	426	391
sgRAD21_3	RAD21	709	939	29	94
sgPPIP5K2_3	PPIP5K2	2146	1568	4648	1815
sgTNFRSF18_2	TNFRSF18	1365	1407	2443	1999
sgUSP17L26_1	USP17L26	1377	1261	611	1216
sgOR2T5_4	OR2T5	2935	2012	5521	4019
sgGPR150_4	GPR150	6753	3483	752	697
sgPRRC2C_3	PRRC2C	3614	3013	523	604
sgCER1_1	CER1	481	272	2350	1521
sgSEMA4A_2	SEMA4A	3716	3460	202	372
sgSLCO4C1_1	SLCO4C1	1077	1228	5521	2621
sgALPK1_3	ALPK1	1049	703	827	321
sgAUH_1	AUH	3094	2206	1774	2122
sgPQLC3_2	PQLC3	1290	995	1380	1180
sgLGALS3BP_3	LGALS3BP	773	574	1432	1219
sgLYRM9_3	LYRM9	1781	1510	2975	1988
sgTSLP_3	TSLP	507	634	668	458
sgCEP83_1	CEP83	1350	987	3481	3485
sgIFT20_2	IFT20	2667	2192	706	487
sgCYP8B1_3	CYP8B1	1261	1177	14008	7440
sgKRTAP8-1_3	KRTAP8-1	438	268	237	313
sgTCERG1L_3	TCERG1L	1582	1312	2252	1633
sgTSR2_4	TSR2	683	201	964	630
sgLAMTOR5_3	LAMTOR5	1791	1301	1452	1227
sgGPR37L1_1	GPR37L1	1732	1241	1373	1593
sgPAK6_2	PAK6	395	1777	540	269
sgC12orf74_3	C12orf74	799	476	1989	1671
sgKCNE5_4	KCNE5	2421	2504	1362	1305
sgNDUFC1_2	NDUFC1	1649	1930	545	920
sgHOXA7_4	HOXA7	2238	1077	1622	1990
sgTMEM185B_3	TMEM185B	12954	8022	980	786
sgZBTB4_1	ZBTB4	905	1012	3236	1516
sgTAOK2_2	TAOK2	593	787	1396	1254
sgMTMR1_4	MTMR1	1105	738	2103	943
sgCD37_4	CD37	873	762	1575	1208
sgRALGPS1_3	RALGPS1	2060	1041	1846	2095
sgIGDCC4_2	IGDCC4	3748	3680	1090	755
sgATP2A2_2	ATP2A2	516	516	722	667
sgKCNJ5_3	KCNJ5	14650	7583	1669	1220
sgSRF_3	SRF	1558	1240	213	369
sgGPR137_4	GPR137	480	354	138	174
sgEPS15L1_4	EPS15L1	1204	1156	1073	819
sgJPH2_2	JPH2	2982	2801	2583	1710
sgGPC2_3	GPC2	473	230	3782	1090
sgTRIM14_4	TRIM14	2377	2330	1400	1743
sgGRM3_2	GRM3	1605	1181	2013	1758
sgPKD2_3	PKD2	778	890	149	100
sgAGAP11_1	AGAP11	1855	1452	565	383
sgC19orf81_1	C19orf81	703	479	1129	457
sgKBTBD3_4	KBTBD3	4857	2884	279	272
sgZSCAN29_2	ZSCAN29	2033	2300	7244	2935
sgVSTM5_4	VSTM5	1408	1737	1177	876
sgZNF713_3	ZNF713	1154	1293	1235	1256
sgPEX11B_2	PEX11B	2055	1869	891	975
sgC1QTNF3_2	C1QTNF3	1843	1556	5003	3192
sgUBB_1	UBB	807	643	286	432
sgTMEM42_4	TMEM42	1704	1456	392	719
sgC12orf45_4	C12orf45	1308	543	179	340
sgGRIN3A_2	GRIN3A	3141	3507	19458	9403
sgPCDHGA1_4	PCDHGA1	2249	2360	547	864
sgGAREML_3	GAREML	2807	1512	1959	1170
sgACTC1_4	ACTC1	2236	1190	688	689
sgSPINT3_2	SPINT3	1711	972	984	1629
sgOR13A1_3	OR13A1	1011	1417	1118	829
sgKRT33B_1	KRT33B	2158	1303	1092	770
sgWDR66_1	WDR66	699	350	15863	5830
sgINTRON-REEP5_4	NegCtrlIntron	428	323	296	283
sgTRMT10B_1	TRMT10B	784	612	268	246
sgSNRPC_4	SNRPC	648	489	960	684
sgKRTAP9-3_2	KRTAP9-3	3364	2455	1244	576
sgCFAP57_4	CFAP57	932	453	1077	732
sgCST11_4	CST11	570	491	2963	2434
sgPOMT2_1	POMT2	1174	1026	1200	1916
sgTNKS_4	TNKS	1032	837	552	346
sgZNF324_2	ZNF324	946	1062	1804	1285
sgIFIH1_3	IFIH1	1381	1380	6268	2634
sgCLDN24_2	CLDN24	1285	935	1257	1076
sgMUC7_3	MUC7	3778	2784	5507	3602
sgSLC2A13_4	SLC2A13	4274	2906	1615	862
sgKLC3_3	KLC3	1147	810	2721	1044
sgCLNK_1	CLNK	510	443	1471	764
sgFSD1_3	FSD1	1239	838	798	1104
sgNDUFAB1_3	NDUFAB1	2995	2256	308	328
sgNCAPH_4	NCAPH	469	687	510	228
sgRUFY3_2	RUFY3	6283	3956	4287	3998
sgC5orf64_3	C5orf64	1351	581	3830	3030
sgKIF1A_1	KIF1A	2459	1884	1738	1517
sgITK_3	ITK	1329	1175	1896	1387
sgOR2A1_3	OR2A1	3494	1918	915	793
sgNPAS2_3	NPAS2	1531	1192	334	29
sgCABP2_2	CABP2	1244	1141	432	614
sgGPR78_1	GPR78	1563	1298	7606	4265
sgIL4_1	IL4	1501	1382	1438	1156
sgKIAA1804_2	KIAA1804	798	1096	472	723
sgRAB1B_1	RAB1B	2306	1058	711	800
sgBFSP2_1	BFSP2	3198	2630	7187	5398
sgOR6C2_1	OR6C2	403	268	746	754
sgGANC_2	GANC	1442	1298	1801	1046
sgCHST7_1	CHST7	2061	766	464	342
sgEPC2_4	EPC2	549	614	2076	1827
sgVEZF1_2	VEZF1	1614	969	961	573
sgFAM175A_4	FAM175A	1231	511	1175	862
sgTCP10L_1	TCP10L	1138	456	3553	960
sgSLC27A5_1	SLC27A5	1275	889	463	228
sgPKD1L3_2	PKD1L3	1140	1393	3438	2385
sgSHCBP1_3	SHCBP1	1875	2643	4122	2345
sgPRSS35_2	PRSS35	5502	2600	484	592
sgPCMT1_4	PCMT1	2309	1625	1356	672
sgZKSCAN8_4	ZKSCAN8	4297	1912	974	1167
sgINTS9_3	INTS9	881	679	677	338
sgRNF32_2	RNF32	1212	1272	1161	1163
sgAPBB1_2	APBB1	3291	2571	2545	1800
sgARHGDIB_1	ARHGDIB	2994	2019	9636	5203
sgTMEM173_2	TMEM173	2308	4049	3030	2467
sgDGCR6L_3	DGCR6L	589	611	247	459
sgTCEB1_2	TCEB1	937	758	502	822
sgOAS2_4	OAS2	3800	2395	3224	2253
sgMYO1F_2	MYO1F	5217	2903	3085	2132
sgSNCA_4	SNCA	770	1093	1730	902
sgPSPN_1	PSPN	669	706	1291	714
sgIQCD_4	IQCD	1089	872	306	472
sgGKN1_1	GKN1	941	770	558	471
sgWDR45_4	WDR45	2515	1863	3342	2459
sgPAM_4	PAM	687	671	1733	1292
sgMARC1_2	Mar-01	281	482	228	134
sgPRRT1_3	PRRT1	2650	2010	6094	4860
sgMYH11_4	MYH11	1231	924	1798	5566
sgC6orf203_3	C6orf203	2862	2929	2555	2296
sgMYCL_1	MYCL	8719	5467	4628	2188
sgWNT10B_4	WNT10B	1760	1368	281	552
sgZNF232_2	ZNF232	704	503	1198	1411
sgSLC9A2_4	SLC9A2	329	355	1926	958
sgEDN3_3	EDN3	1899	1209	899	1155
sgIBTK_1	IBTK	1285	981	438	538
sgNR1D1_1	NR1D1	460	622	1266	1301
sgADCK4_3	ADCK4	4187	2888	1126	927
sgSRP68_3	SRP68	1206	1099	596	658
sgSPINT1_2	SPINT1	2026	1403	2475	1814
sgBHLHB9_1	BHLHB9	717	423	4074	2772
sgESM1_4	ESM1	3128	2841	5255	3918
sgREEP1_1	REEP1	1621	1049	102	63
sgPRSS38_3	PRSS38	759	551	1474	1003
sgLCE3B_3	LCE3B	526	507	4185	2074
sgBCAR1_4	BCAR1	1899	1150	1013	680
sgKIAA0226L_1	KIAA0226L	651	784	985	840
sgPLIN5_3	PLIN5	1641	1419	2386	1109
sgLAMB2_1	LAMB2	1480	850	191	114
sgATG13_1	ATG13	877	935	2208	1205
sgMAPK1IP1L_2	MAPK1IP1L	822	612	875	803
sgPPP1R3B_4	PPP1R3B	3899	2336	386	275
sgGPRIN1_2	GPRIN1	1465	1026	951	662
sgGLT1D1_4	GLT1D1	925	503	283	421
sgC8orf46_1	C8orf46	979	958	1583	1072
sgPOLR1D_3	POLR1D	553	830	504	334
sgSERPINA1_4	SERPINA1	1895	1610	10073	5133
sgPFDN2_2	PFDN2	387	115	487	301
sgZNF207_4	ZNF207	537	321	281	156
sgHES2_4	HES2	2828	2111	4490	2323
sgZNF141_1	ZNF141	1174	933	615	1324
sgCSF2_3	CSF2	2204	836	632	290
sgNUDT10_1	NUDT10	4071	2224	4925	2544
sgOXSR1_4	OXSR1	292	428	248	382
sgIGHM_1	IGHM	4125	2940	217	238
sgL1CAM_3	L1CAM	5435	3108	6917	3027
sgARMC8_1	ARMC8	518	497	1838	1084
sgTCEAL2_2	TCEAL2	3133	3211	3951	3463
sgC2orf88_3	C2orf88	2794	2836	2457	1843
sgZNF626_1	ZNF626	224	150	203	126
sgIQCJ_2	IQCJ	1295	887	32566	14868
sgHIST4H4_2	HIST4H4	2832	1844	554	368
sgPCDHB8_4	PCDHB8	251	190	185	131
sgMCHR2_2	MCHR2	1480	1453	2087	1492
sgOSCAR_3	OSCAR	60162	30118	4515	2578
sgCTPS1_1	CTPS1	1062	724	3047	1426
sgRAB6A_3	RAB6A	5908	4773	2552	1954
sgC22orf46_3	C22orf46	539	454	1285	789
sgKCNJ9_1	KCNJ9	713	498	4368	2691
sgTTC32_2	TTC32	814	857	3706	1732
sgGGPS1_3	GGPS1	660	1038	895	815
sgCLEC4D_1	CLEC4D	425	505	21889	7478
sgVEGFB_3	VEGFB	1217	1072	10344	5180
sgANKFY1_3	ANKFY1	983	762	302	158
sgRND3_2	RND3	6750	3825	841	369
sgCACNA1S_1	CACNA1S	2536	1479	698	901
sgLCE1A_2	LCE1A	971	1063	555	333
sgKCNN3_1	KCNN3	2157	4260	999	1113
sgCD5_2	CD5	1292	1205	3849	3424
sgSUMF1_3	SUMF1	12573	7199	2862	1852
sgIZUMO1R_3	IZUMO1R	2076	1811	1746	1333
sgSPACA1_4	SPACA1	881	1013	837	734
sgLYST_4	LYST	1694	1901	725	642
sgDDIT4_3	DDIT4	500	458	280	883
sgNFATC1_2	NFATC1	1154	1405	328	614
sgFAM178B_4	FAM178B	3621	2263	770	534
sgCACNA1F_1	CACNA1F	5328	3030	442	410
sgSLC35G2_3	SLC35G2	227	458	1538	1968
sgPAGE4_3	PAGE4	1553	1335	6768	3297
sgZAR1L_4	ZAR1L	1316	846	3720	2316
sgCLK1_1	CLK1	766	715	736	684
sgLRRC37A_4	LRRC37A	2484	1753	2954	2685
sgNCBP2_2	NCBP2	1194	744	3267	4461
sgATP1B1_1	ATP1B1	208	356	671	341
sgLRRC3_1	LRRC3	1014	960	916	803
sgCERS1_3	CERS1	1649	860	348	367
sgPLXNB1_3	PLXNB1	1907	714	2090	1009
sgPPIL6_4	PPIL6	1697	1318	3804	2187
sgDEDD2_4	DEDD2	833	1065	1324	1053
sgSH3BGRL_3	SH3BGRL	2069	1096	1173	1017
sgGMPR_2	GMPR	1575	876	2653	2792
sgG3BP1_4	G3BP1	2668	2208	7140	5573
sgSIGLEC14_4	SIGLEC14	1014	1099	791	1598
sgPDZRN4_1	PDZRN4	2695	2945	1924	2297
sgSCXA_2	SCXA	2719	2039	1339	833
sgCLCA1_2	CLCA1	708	508	1080	1070
sgZNF613_1	ZNF613	342	302	7043	2654
sgNPC2_3	NPC2	1114	1053	1578	909
sgOR52J3_3	OR52J3	1108	747	911	1042
sgGALNT10_1	GALNT10	791	282	462	672
sgCCDC43_4	CCDC43	455	542	1991	1191
sgKLHL35_1	KLHL35	1873	1333	4576	4041
sgPPM1A_1	PPM1A	1892	1984	3010	3215
sgUGP2_3	UGP2	985	1667	386	392
sgDMKN_2	DMKN	518	776	1096	1179
sgFNDC8_4	FNDC8	2299	1646	730	339
sgMMP20_3	MMP20	566	514	597	520
sgCSN2_1	CSN2	896	1001	709	523
sgUSP36_3	USP36	764	754	1641	1265
sgC11orf30_3	C11orf30	1062	569	288	184
sgASXL2_1	ASXL2	2506	2087	833	1023
sgOR4D11_1	OR4D11	692	646	1085	304
sgBCAS1_2	BCAS1	1064	1001	1875	1452
sgVCX3A_4	VCX3A	1629	1281	258	120
sgARSF_1	ARSF	9509	6052	985	1338
sgPOLR2C_2	POLR2C	538	149	540	436
sgSNAP47_3	SNAP47	2035	1628	368	212
sgFRK_2	FRK	1475	1477	1196	1057
sgHTR7_4	HTR7	490	349	1840	1227
sgGH2_1	GH2	1477	1489	1752	2321
sgSTK16_2	STK16	3138	2743	3505	2366
sgMOCS1_3	MOCS1	1735	1615	2814	2768
sgVCX2_1	VCX2	566	382	659	854
sgS100A7_2	S100A7	7222	4904	973	659
sgQKI_3	QKI	1092	1248	1345	860
sgC1orf111_3	C1orf111	1368	1392	736	604
sgZNF318_3	ZNF318	11605	8464	429	405
sgAPBB1IP_1	APBB1IP	1394	939	155	222
sgQPRT_3	QPRT	1162	1228	2810	1701
sgTOP3B_3	TOP3B	1789	1247	27120	7519
sgPKLR_4	PKLR	762	555	1715	5446
sgACTR3C_4	ACTR3C	818	909	3087	1044
sgATL1_1	ATL1	1313	1007	2708	1089
sgSERPINB4_2	SERPINB4	538	341	1169	1452
sgPCID2_4	PCID2	129	169	77	46
sgKIF3B_3	KIF3B	1725	1384	855	597
sgKLF13_3	KLF13	979	915	1436	806
sgSMARCA2_2	SMARCA2	1032	795	138	165
sgUQCC1_2	UQCC1	3580	1963	831	719
sgOSTM1_2	OSTM1	2984	2546	2054	1632
sgCNIH1_1	CNIH1	2301	2202	9584	4274
sgKAT7_1	KAT7	242	352	548	1017
sgTOR1AIP1_2	TOR1AIP1	959	674	976	878
sgTMEM213_4	TMEM213	3087	1806	1699	1112
sgC16orf95_3	C16orf95	2704	2071	1316	1415
sgPRDM16_4	PRDM16	1403	986	623	558
sgKRT7_2	KRT7	2505	1227	2784	1806
sgVSIG4_2	VSIG4	4775	3345	2650	1478
sgZFP92_2	ZFP92	971	1029	1360	2274
sgHS3ST3A1_1	HS3ST3A1	4168	4328	5525	3386
sgC7orf25_3	C7orf25	1804	1568	2846	1176
sgARID1B_4	ARID1B	1911	2282	736	1191
sgCLEC5A_1	CLEC5A	1095	872	270	616
sgBAG5_1	BAG5	3169	1943	268	639
sgNEK7_1	NEK7	299	314	1002	990
sgMED1_1	MED1	2288	1809	2746	1515
sgCHID1_4	CHID1	626	514	2620	2470
sgPDLIM2_4	PDLIM2	669	560	1781	490
sgMIIP_4	MIIP	1019	982	2956	2492
sgCHST6_4	CHST6	4223	3687	1972	1756
sgNGFRAP1_1	NGFRAP1	5362	5190	6002	5341
sgDEF6_4	DEF6	4615	3847	652	470
sgVLDLR_1	VLDLR	2106	1498	3204	2373
sgTSPAN17_2	TSPAN17	25633	14151	1423	918
sgTRPC5_1	TRPC5	1505	1188	792	997
sgTUBB4B_3	TUBB4B	2577	1154	1240	1412
sgHOXD9_1	HOXD9	3068	1768	1111	863
sgFOCAD_4	FOCAD	4701	1949	7792	3203
sgTMEM218_1	TMEM218	1015	1232	1821	1352
sgSC5D_4	SC5D	614	423	820	642
sgACVR1_2	ACVR1	2476	2049	2518	1977
sgCMTM1_1	CMTM1	1821	1446	330	516
sgMTR_4	MTR	1700	1671	3885	3518
sgCALR3_4	CALR3	3427	3570	1090	877
sgGMNC_4	GMNC	1058	1269	514	228
sgZNF670_3	ZNF670	3084	2204	1986	847
sgCOPS4_3	COPS4	321	179	235	0
sgWT1_4	WT1	2016	1776	430	256
sgGTSF1_4	GTSF1	947	920	4069	1887
sgNECAP2_1	NECAP2	753	447	603	734
sgZNF75A_4	ZNF75A	692	658	148	188
sgSLC6A12_4	SLC6A12	818	1115	3207	1480
sgZNF34_3	ZNF34	1638	1496	2807	2139
sgCD99L2_2	CD99L2	3055	1395	1147	1511
sgTBC1D24_3	TBC1D24	622	420	1048	809
sgSLC11A2_3	SLC11A2	1531	946	411	769
sgCRTC2_3	CRTC2	1046	668	1018	934
sgMAMSTR_2	MAMSTR	3981	3152	1781	1572
sgNGRN_4	NGRN	4814	3096	2221	2842
sgTMEM95_1	TMEM95	2378	1734	4476	2992
sgFGF1_4	FGF1	1867	1384	3692	2405
sgDRGX_3	DRGX	4470	2382	4351	4189
sgDCUN1D2_3	DCUN1D2	4672	3163	2902	1945
sgPABPC5_4	PABPC5	1951	2578	1436	1309
sgTRO_2	TRO	948	755	975	670
sgMCM9_4	MCM9	2271	1747	1961	991
sgOR6F1_3	OR6F1	1576	1155	545	273
sgLAMC3_4	LAMC3	746	804	1448	1238
sgLACE1_2	LACE1	1135	1744	114	143
sgNOD2_3	NOD2	2647	2155	9765	10057
sgNEIL3_1	NEIL3	3305	1909	796	651
sgCD247_2	CD247	3335	1730	959	602
sgPDE3A_2	PDE3A	6703	2799	1020	690
sgOR51F2_3	OR51F2	1209	1498	6273	5887
sgKIF12_1	KIF12	2745	1572	1610	1328
sgGATAD1_3	GATAD1	1288	893	874	1052
sgPTPN14_1	PTPN14	2154	1536	158	195
sgTBPL2_1	TBPL2	1263	1331	3347	2323
sgSTK32C_3	STK32C	1264	562	1062	273
sgVGLL4_1	VGLL4	3413	2429	701	382
sgSLC35G5_1	SLC35G5	1603	1375	708	674
sgTPGS2_3	TPGS2	1029	1144	3179	2026
sgFBXO30_1	FBXO30	2923	2306	886	788
sgRIBC1_2	RIBC1	3313	3291	4525	3228
sgC20orf62_4	C20orf62	1867	1508	1421	1040
sgHKR1_3	HKR1	495	341	420	343
sgFBXL6_3	FBXL6	1850	1426	242	358
sgGCGR_3	GCGR	2129	1805	2975	9835
sgABO_2	ABO	645	745	560	291
sgCD3EAP_3	CD3EAP	829	933	298	280
sgPCSK6_2	PCSK6	1092	1226	3755	8761
sgRPRD1A_1	RPRD1A	1828	1122	302	333
sgRB1CC1_2	RB1CC1	2895	2628	376	258
sgARL4D_1	ARL4D	2145	1962	1483	1137
sgHTR1B_3	HTR1B	12079	7692	4673	3372
sgZGLP1_4	ZGLP1	1255	803	896	968
sgPTPRH_2	PTPRH	3925	4456	3645	2352
sgKRT13_3	KRT13	1817	1742	5976	3164
sgMMEL1_1	MMEL1	3703	2298	1047	657
sgC8B_4	C8B	537	613	2869	1557
sgPRODH_3	PRODH	3839	2624	866	866
sgARL13A_3	ARL13A	4884	2376	1339	1149
sgHIAT1_4	HIAT1	6840	2533	654	476
sgNECAP2_4	NECAP2	2627	2742	641	647
sgROPN1B_2	ROPN1B	255	335	146	207
sgKRTAP11-1_4	KRTAP11-1	2218	1707	1170	1176
sgTEX33_1	TEX33	1352	1449	13104	5983
sgAGMO_2	AGMO	2857	2459	6006	4824
sgSMG1_4	SMG1	843	372	1467	1579
sgPASD1_4	PASD1	2656	2393	1403	1165
sgDDO_3	DDO	1494	701	3824	2251
sgNFKBIL1_2	NFKBIL1	2725	2448	1026	643
sgCDC42EP4_3	CDC42EP4	1069	1103	585	466
sgADD3_4	ADD3	1188	1441	375	184
sgZFAND4_2	ZFAND4	1955	1528	582	532
sgLHFPL3_1	LHFPL3	1049	771	1862	1525
sgTULP1_4	TULP1	269	197	2408	1748
sgGIMAP4_2	GIMAP4	1290	1088	7400	4236
sgHOXD12_4	HOXD12	1811	1351	81	42
sgST6GAL1_4	ST6GAL1	3756	3939	1218	503
sgLPO_2	LPO	3672	2361	1229	978
sgAHCYL2_2	AHCYL2	15275	13392	2274	1643
sgOPHN1_2	OPHN1	1313	1564	884	882
sgTMEM192_3	TMEM192	5436	2691	624	616
sgGPX5_2	GPX5	1805	1383	1915	1018
sgVPREB1_2	VPREB1	659	375	8519	9230
sgZNF227_2	ZNF227	2266	1262	1653	1429
sgAARS2_3	AARS2	601	583	663	556
sgUBR5_1	UBR5	1711	1776	4070	1605
sgL1CAM_4	L1CAM	935	749	1138	1090
sgHSDL2_3	HSDL2	3313	2295	1469	2086
sgHSPA2_3	HSPA2	871	463	440	241
sgPCDHB6_4	PCDHB6	2337	1560	3277	3143
sgZNF14_1	ZNF14	2258	1705	871	474
sgDEC1_2	Dec-01	2570	2244	4095	2080
sgKSR2_3	KSR2	959	529	6512	2848
sgC3orf80_3	C3orf80	1077	1178	1203	441
sgFFAR1_4	FFAR1	1262	1269	2518	1577
sgTANGO6_3	TANGO6	701	580	923	574
sgMKRN3_1	MKRN3	1019	1174	4868	2836
sgGBGT1_3	GBGT1	2477	2023	6148	3721
sgKLHL12_3	KLHL12	6431	3849	324	424
sgPSORS1C1_4	PSORS1C1	4885	2510	1108	708
sgZDHHC15_3	ZDHHC15	3699	2423	552	531
sgNFX1_3	NFX1	2490	5294	460	653
sgDMTF1_1	DMTF1	1650	1241	466	308
sgCCL20_1	CCL20	1244	1482	1436	1023
sgC19orf66_2	C19orf66	3532	3090	4205	3586
sgPGAP2_4	PGAP2	604	794	355	331
sgHDAC6_3	HDAC6	479	687	1818	1159
sgRAPSN_3	RAPSN	1218	872	417	113
sgSPANXN5_1	SPANXN5	2080	1365	2036	1268
sgDDAH2_3	DDAH2	2209	1381	2844	1641
sgTGFB2_2	TGFB2	1100	1101	5984	3333
sgJOSD1_1	JOSD1	347	253	1025	1041
sgCUTC_1	CUTC	1930	1302	1051	1458
sgKRTAP16-1_2	KRTAP16-1	2943	2587	2573	2866
sgKBTBD7_4	KBTBD7	1807	1395	1809	1073
sgMAGEB4_2	MAGEB4	855	761	1188	1113
sgMYADM_3	MYADM	1643	1308	1354	2450
sgTMEM63C_2	TMEM63C	1317	947	299	242
sgLPCAT1_4	LPCAT1	1859	1626	515	481
sgKRTAP5-9_4	KRTAP5-9	3649	2753	1469	1023
sgTENM4_2	TENM4	2930	2492	2502	1194
sgTNFRSF21_3	TNFRSF21	1905	1017	69	131
sgPPP1R26_3	PPP1R26	2380	2004	273	273
sgLY6G5B_4	LY6G5B	1184	890	1279	596
sgOASL_3	OASL	783	1168	1963	1166
sgCD302_1	CD302	3093	1616	777	699
sgKDM3A_1	KDM3A	1439	2974	919	1497
sgMUC20_4	MUC20	2185	1765	1039	606
sgTNFSF11_1	TNFSF11	1242	1048	2040	1568
sgNR1I3_3	NR1I3	473	310	1238	747
sgEIF4EBP2_1	EIF4EBP2	786	524	96	106
sgNAV1_1	NAV1	3047	1979	3470	1844
sgHMX2_3	HMX2	2577	1796	3215	1833
sgPTPN11_4	PTPN11	1193	594	1011	748
sgC2orf15_1	C2orf15	2534	1818	924	1101
sgSLC34A3_1	SLC34A3	5756	16816	744	838
sgRIMBP2_4	RIMBP2	3723	3195	229	389
sgPPP2R5B_3	PPP2R5B	1831	1603	8935	6375
sgGNGT2_1	GNGT2	1054	356	194	370
sgANKIB1_4	ANKIB1	4645	2983	3500	1625
sgHINT3_4	HINT3	595	642	358	922
sgTNS4_2	TNS4	882	721	1258	1400
sgSLC12A2_1	SLC12A2	1853	1183	2000	1269
sgC1orf186_4	C1orf186	4514	3386	4534	2747
sgABCC1_3	ABCC1	712	685	1288	1163
sgNAMPT_1	NAMPT	3189	2376	1231	749
sgA1CF_2	A1CF	945	925	1153	1066
sgSLC1A4_1	SLC1A4	2256	1467	3778	2831
sgAPPL2_4	APPL2	273	233	315	389
sgTMEM196_3	TMEM196	834	737	3692	3048
sgCCDC108_4	CCDC108	1789	1508	413	223
sgNAPG_4	NAPG	1402	1184	745	679
sgJAK3_2	JAK3	14329	9676	880	1068
sgBAIAP2L2_1	BAIAP2L2	3060	2173	1143	1464
sgMRPS15_2	MRPS15	251	143	1520	1401
sgTTC6_2	TTC6	1977	2107	3436	2217
sgPPFIA4_4	PPFIA4	1231	750	1412	1299
sgTEAD1_2	TEAD1	1837	852	3406	2985
sgGJC1_1	GJC1	423	482	924	1326
sgPRPF6_2	PRPF6	1425	1877	539	493
sgOR4A5_2	OR4A5	1649	1050	567	539
sgCLDN19_1	CLDN19	1817	1673	928	532
sgARRDC1_4	ARRDC1	2509	1804	4304	2228
sgLRRC27_2	LRRC27	1001	525	4176	1768
sgAMN1_1	AMN1	961	576	406	442
sgSULT6B1_3	SULT6B1	3118	1637	6071	9078
sgIQCF1_2	IQCF1	5027	2738	710	718
sgFGFBP1_3	FGFBP1	1418	1718	931	393
sgRARA_4	RARA	635	245	492	847
sgTJP2_2	TJP2	1598	1006	1107	748
sgNCAN_3	NCAN	2414	889	7273	3441
sgDDB2_3	DDB2	1328	1232	1685	1411
sgADA_4	ADA	360	323	383	458
sgSRRM5_4	SRRM5	1339	943	2197	1921
Neg_Control_Human_GA_0128	NegCtrl	4736	2166	2761	2133
sgLIM2_4	LIM2	3330	2662	1576	1757
sgCHST9_4	CHST9	1055	671	589	537
sgRGAG1_2	RGAG1	1266	1843	1817	1898
sgPEX12_4	PEX12	1145	701	590	434
sgTUSC5_1	TUSC5	1456	867	739	908
sgTACSTD2_4	TACSTD2	2054	1957	798	570
sgTRAPPC2L_1	TRAPPC2L	1106	794	6670	2066
sgJAKMIP1_4	JAKMIP1	1304	1103	8063	4329
sgIDI2_2	IDI2	1112	1396	863	459
sgABCB10_4	ABCB10	5069	4366	1905	1603
sgPIGZ_1	PIGZ	705	919	573	499
sgTLR8_4	TLR8	2752	2391	2232	1201
sgFAM83B_4	FAM83B	1394	1067	18954	7606
sgKIF1A_4	KIF1A	1894	1397	1125	1329
sgULBP2_1	ULBP2	213	181	3914	1579
sgRYBP_2	RYBP	3856	2547	18582	8828
sgPYHIN1_4	PYHIN1	2323	1558	1424	858
sgNKD2_3	NKD2	1367	1180	3472	1986
sgUBE2B_4	UBE2B	2399	1083	3304	2177
sgDEFB125_4	DEFB125	377	111	649	811
sgPDZRN3_1	PDZRN3	573	577	7427	31556
sgSH2B1_4	SH2B1	3300	2117	645	745
sgBRS3_2	BRS3	963	931	409	161
sgIL19_1	IL19	1177	710	2748	1908
sgECI2_1	ECI2	694	617	1588	781
sgNIPAL3_1	NIPAL3	3954	2882	1887	1553
sgFFAR3_1	FFAR3	2543	2172	1805	813
sgECHS1_3	ECHS1	4260	2757	4170	2189
sgSLC29A4_3	SLC29A4	1590	1403	297	309
sgWBSCR28_4	WBSCR28	1247	893	1719	1583
sgOR2AG2_4	OR2AG2	1086	1541	2118	1521
sgCTNNB1_1	CTNNB1	1618	1747	2627	2052
sgLPA_2	LPA	658	745	252	217
sgC14orf182_4	C14orf182	4967	2172	1857	1298
sgGNPAT_2	GNPAT	3928	3146	1776	983
sgRAB3GAP1_2	RAB3GAP1	662	801	4401	2153
sgGABRE_3	GABRE	945	589	2356	1444
sgGPR82_2	GPR82	1795	1659	2292	1396
sgHERC5_2	HERC5	2735	1616	1620	1004
sgACOX1_4	ACOX1	2866	1571	2700	1982
sgSEP15_4	Sep-15	1106	976	2230	2176
sgCNDP1_2	CNDP1	24081	15209	3402	2251
sgOPCML_1	OPCML	1540	1231	7759	3998
sgRSPO4_2	RSPO4	1533	1123	4846	4798
sgDPP4_3	DPP4	2440	2038	2029	2109
sgDQX1_3	DQX1	1106	441	303	165
sgDPM1_1	DPM1	3871	2456	437	507
sgCST2_1	CST2	733	455	697	718
sgFAM9B_2	FAM9B	15337	11585	3206	2158
sgC20orf78_1	C20orf78	1345	701	3056	1405
sgTSKU_2	TSKU	648	590	972	1503
sgCXorf22_4	CXorf22	1596	1332	1702	1151
sgAVPR1A_3	AVPR1A	646	684	1609	1533
sgHACD4_3	HACD4	236	200	2196	1660
sgADAT3_2	ADAT3	624	889	494	177
sgRHPN1_2	RHPN1	1241	739	2575	1978
sgPPP1R37_4	PPP1R37	166	253	924	411
